                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r24.08.1"          1.5000000000000002E+001          1.0000000000000000E+001          7.0000000000000000E+000                       "gfortran"                         "13.3.0"           "aarch64-macos-24.7.1"                       "20240910" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                             110          1.0589146478053140E+007          6.9998311835554379E+000          4.5027327494745684E+001          1.3017773937803705E+002          1.9526660906705558E+002          1.8661686024234928E+001          1.5507916238466455E+001         -4.2148138738400232E-001         -6.6691358561281133E-001          1.5000000000000002E+001          1.0000000000000000E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.2162758099252006E+054         -2.9260515732054796E+034          0.0000000000000000E+000         -2.9260515732054796E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             115          1.0619778304429151E+007          6.9998306952004485E+000          4.5027325400474197E+001          1.3017774240539347E+002          1.9526661360809021E+002          1.8661685156258986E+001          1.5507915517175883E+001         -4.4402277981616883E-001         -6.6657849119714763E-001          1.5000000000000002E+001          1.0000000000000000E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.2162757816400242E+054         -2.9260521495754670E+034          0.0000000000000000E+000         -2.9260521495754670E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             120          1.0631891937644595E+007          6.9998305020760272E+000          4.5027324572275475E+001          1.3017774360258917E+002          1.9526661540388375E+002          1.8661684813010005E+001          1.5507915231934957E+001         -4.6168403160430366E-001         -6.6644575909936032E-001          1.5000000000000002E+001          1.0000000000000000E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.2162757704543936E+054         -2.9260523755195812E+034          0.0000000000000000E+000         -2.9260523755195812E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             125          1.0636966656890303E+007          6.9998304211711275E+000          4.5027324225321244E+001          1.3017774410412594E+002          1.9526661615618895E+002          1.8661684669213976E+001          1.5507915112440037E+001         -4.7246643859123028E-001         -6.6639010616971417E-001          1.5000000000000002E+001          1.0000000000000000E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.2162757657684390E+054         -2.9260524688418149E+034          0.0000000000000000E+000         -2.9260524688418149E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             130          1.0639287577577859E+007          6.9998303841693117E+000          4.5027324066641896E+001          1.3017774433350351E+002          1.9526661650025531E+002          1.8661684603448929E+001          1.5507915057789088E+001         -4.7824575236550509E-001         -6.6636464386323735E-001          1.5000000000000002E+001          1.0000000000000000E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.2162757636253197E+054         -2.9260525107565063E+034          0.0000000000000000E+000         -2.9260525107565063E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             135          1.0640478011295557E+007          6.9998303651905465E+000          4.5027323985252970E+001          1.3017774445115461E+002          1.9526661667673193E+002          1.8661684569717092E+001          1.5507915029757829E+001         -4.8121228782108094E-001         -6.6635158165198927E-001          1.5000000000000002E+001          1.0000000000000000E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.2162757625260829E+054         -2.9260525316676003E+034          0.0000000000000000E+000         -2.9260525316676003E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             140          1.0641170133802157E+007          6.9998303541562228E+000          4.5027323937933154E+001          1.3017774451955742E+002          1.9526661677933612E+002          1.8661684550105278E+001          1.5507915013460357E+001         -4.8230413674257427E-001         -6.6634398649850490E-001          1.5000000000000002E+001          1.0000000000000000E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.2162757618869826E+054         -2.9260525435638723E+034          0.0000000000000000E+000         -2.9260525435638723E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             145          1.0641623058158727E+007          6.9998303469353669E+000          4.5027323906967091E+001          1.3017774456432014E+002          1.9526661684648025E+002          1.8661684537271313E+001          1.5507915002795295E+001         -4.8263282378519845E-001         -6.6633901593973321E-001          1.5000000000000002E+001          1.0000000000000000E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.2162757614687559E+054         -2.9260525511220434E+034          0.0000000000000000E+000         -2.9260525511220434E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             150          1.0641968629030770E+007          6.9998303414260228E+000          4.5027323883340706E+001          1.3017774459847305E+002          1.9526661689770964E+002          1.8661684527479306E+001          1.5507914994658103E+001         -4.8220825233406900E-001         -6.6633522336210982E-001          1.5000000000000002E+001          1.0000000000000000E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.2162757611496585E+054         -2.9260525567720925E+034          0.0000000000000000E+000         -2.9260525567720925E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             155          1.0642233719728284E+007          6.9998303371997501E+000          4.5027323865216673E+001          1.3017774462467210E+002          1.9526661693700819E+002          1.8661684519967753E+001          1.5507914988415983E+001         -4.8128652716624798E-001         -6.6633231394844461E-001          1.5000000000000002E+001          1.0000000000000000E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          1.2162757609048758E+054         -2.9260525611248905E+034          0.0000000000000000E+000         -2.9260525611248905E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
